name,cycles,treasurer_name,committee_type,committee_type_full,filing_frequency,designation,designation_full,organization_type,organization_type_full,affiliated_committee_name,party,party_full,state,committee_id,candidate_ids,first_file_date,last_file_date,last_f1_date
CAMPAIGN TO ELECT GENE TRUONO,"{2018,2020}","SATTERFIELD, DAVID",S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,DE,C00661801,{S8DE00129},2017-11-22,2019-07-10,2018-01-31
DR. LORETTA B. NOBLE FOR US SENATE-KENTUCKY,{2020},"BABALMORADI, MAJID",S,Senate,Q,P,Principal campaign committee,,,NONE,DEM,DEMOCRATIC PARTY,KY,C00715599,{S0KY00362},2019-08-13,2019-08-13,2019-08-13
JIM BOYD FOR US SENATE,{2004},DENISIA BOYD,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,GA,C00402503,{S4GA00023},2004-06-21,2004-11-09,2004-06-21
CITIZENS FOR WRIGHT,{2004},JOE B MIKESELL,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,IL,C00392696,{S4IL00354},2003-11-17,2004-09-03,2004-02-06
MARK MILES FOR US SENATE FUND,{2010},JEFFERY DARNELL TREVILLION JR,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,OK,C00485417,{S0OK00305},2010-06-21,2010-11-16,2010-06-21
DIRKS FOR SENATE COMMITTEE,"{1980,1982}",DOUGLAS STEPHENS,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,UT,C00132043,{S0UT00025},1980-07-21,1983-02-10,1980-07-21
DOUGLAS FOR US SENATE 2012,{2012},THOMAS R DAVIES,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MD,C00502898,{S2MD00388},2011-09-28,2012-11-02,2012-03-21
GABRIEL GOMEZ FOR SENATE,"{2014,2016,2018,2020}",BRADLEY T CRATE,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MA,C00541540,{S4MA00184},2013-02-07,2019-07-12,2015-10-05
WILLIAM LEE 2014,{2014},DESTON LEE LEE,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,IL,C00549758,{S4IL00446},2013-09-16,2014-02-24,2013-10-04
WILLIAM R HAWKINS FOR U S SENATE COMMITTEE,"{1990,1992}",TAMRA G MURR CPA,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,TN,C00248484,{S0TN00037},1990-09-14,1991-08-30,1990-10-19
MARSALA FOR LA,"{2016,2018}",CHARLES MARSALA,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,LA,C00626952,{S6LA00425},2016-10-04,2018-04-26,2016-10-27
FRIENDS OF PRESCOTT BUSH CAMPAIGN COMMITTEE INC,"{1982,1984,1986}",RICHARD J PROCTOR,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CT,C00145961,{S8CT00014},1981-10-08,1985-09-04,1982-07-12
JOE MILLER FOR US SENATE,"{2010,2012}",BERNADETTE C KOPPY,S,Senate,T,A,Authorized by a candidate,,,,REP,REPUBLICAN PARTY,AK,C00482117,{S0AK00121},2010-04-21,2012-06-14,2010-04-21
NALEPA FOR SENATE EXPLORATORY,{2008},BRITTANY JANELLE DELACRUZ,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,IL,C00438085,{S8IL00173},2007-08-16,2007-12-11,2007-11-13
PRAUGHT FOR SENATE,"{2006,2008}",ANGUS LOUIS PRAUGHT,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,MN,C00411280,{S6MN00317},2005-05-03,2007-10-19,2005-07-20
ELIZABETH H MITCHELL FOR US SENATE COMMITTEE,"{1984,1986,1988,1990,1992,1994,1996}",ELIZABETH H MITCHELL,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,ME,C00179192,{S4ME00014},1984-03-05,1996-05-15,1986-09-05
DIEHL FOR US SENATE,"{2018,2020}","EATON, GREGORY",S,Senate,T,P,Principal campaign committee,,,NONE,REP,REPUBLICAN PARTY,MA,C00637611,{S8MA00276},2017-04-13,2019-07-18,2019-06-24
JOHN KINGSTON FOR SENATE INC,"{2018,2020}","CRATE, BRADLEY T MR",S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MA,C00650820,{S8MA00318},2017-07-12,2019-07-15,2018-02-08
MCKNIGHT FOR SENATE COMMITTEE,"{1978,1980,1982}",TERESA E. WYLER,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NC,C00075622,{S8NC00049},1977-01-17,1981-11-04,1978-01-17
JAVITS CAMPAIGN COMMITTEE,"{1980,1982}",ROBERT M KAUFMAN,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NY,C00121517,{S4NY00016},1980-02-27,1982-04-08,1980-07-15
PHIL MERRILL FOR SENATE,{1996},BARBARA E MERRILL,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,ME,C00305417,{S6ME00118},1995-08-21,1996-06-07,1995-08-21
BOB HAGAN FOR SENATE,"{2014,2016}",ROBERT W PRICE,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,OH,C00545863,{S6OH00213},2013-05-30,2015-05-04,2013-05-30
MARIA PAPPAS FOR US SENATE,"{2004,2006}",PAUL FREUND,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,IL,C00392274,{S4IL00347},2003-11-06,2005-02-01,2003-11-06
SEN. JAMES O. EASTLAND FOR THE SENATE,"{1978,1980}","GENE A. WILKINSON, TREASURER",S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,MS,C00084434,{S8MS00014},1978-01-03,1979-05-08,1978-03-10
JOE PENNACCHIO FOR U S SENATE,"{2008,2010,2012,2014}",ALAN ZAKIN,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NJ,C00445775,{S8NJ00384},2008-02-20,2014-06-06,2008-02-20
RUSS FAGG SENATE COMMITTEE,"{2018,2020}","KUNEY, LORNA",S,Senate,T,P,Principal campaign committee,,,NONE,REP,REPUBLICAN PARTY,MT,C00658856,{S8MT00275},2017-10-19,2019-06-10,2017-10-19
FISHER FOR SENATE '94,"{1994,1996,1998}",JAMES N HOWARD,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,TX,C00284687,{S4TX00128},1993-10-19,1997-10-03,1994-12-08
HELLER FOR SENATE,"{2012,2014,2016,2018,2020}","HASTIE, CHRISSIE",S,Senate,Q,P,Principal campaign committee,,,2018 SENATORS CLASSIC COMMITTEE,REP,REPUBLICAN PARTY,NV,C00494229,{S2NV00183},2011-03-15,2019-07-15,2018-10-02
MISSOURIANS FOR KIT BOND,"{1986,1988}",DUANE HEFNER,S,Senate,T,A,Authorized by a candidate,,,,REP,REPUBLICAN PARTY,MO,C00196592,{S6MO00289},1985-07-18,1988-08-19,1986-10-22
GEORGE ALLEN FOR US SENATE,"{2012,2014}",GARY THOMSON,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,VA,C00492462,{S8VA00214},2011-01-24,2013-07-26,2012-11-15
STEVE KING FOR SENATE COMMITTEE,"{1988,1990,1992,1994}",STEPHEN B KING,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,WI,C00222380,{S8WI00059},1988-02-08,1994-06-06,1994-04-25
MARTINEZ FOR SENATE,"{2004,2006,2008,2010,2012}",NANCY H WATKINS,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,FL,C00394338,{S4FL00298},2004-01-05,2011-10-28,2005-09-27
RICK WILSON FOR US SENATE,"{2012,2014,2016,2018}",FREDRICK P WILSON,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MI,C00496398,{S2MI00185},2011-05-13,2017-07-26,2011-06-17
WILSON FOR SENATE,"{2012,2014}",MARK D JARMIE,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NM,C00493981,{S8NM00168},2011-03-07,2013-06-27,2013-02-04
FRIENDS OF BILL BRUCE,"{1978,1980,1982}",RITA G BRUCE,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,TN,C00096495,{S8TN00022},1978-06-02,1981-06-29,1981-01-15
ROMANOFF FOR COLORADO,{2020},"COLLINS, ANNE",S,Senate,Q,A,Authorized by a candidate,,,NONE,DEM,DEMOCRATIC PARTY,CO,C00696724,{S0CO00286},2019-02-14,2019-07-21,2019-02-14
KRAMPE FOR SENATE COMMITTEE,{2012},PHILLIP HUTCHINS,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CA,C00519256,{S2CA00799},2012-04-10,2012-08-02,2012-04-10
MUES FOR MONTANA,{2020},"PETTERSON, JAY",S,Senate,Q,P,Principal campaign committee,,,NONE,DEM,DEMOCRATIC PARTY,MT,C00711978,{S0MT00108},2019-07-11,2019-07-11,2019-07-11
JOHN MARSHALL FOR US SENATE,"{1998,2000}",JOHN MARSHALL,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,WA,C00339630,{S8WA00160},1998-08-20,2000-06-30,1998-08-20
ABELER4SENATE,"{2014,2016}",BART J WARD,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MN,C00546630,{S4MN00353},2013-07-08,2016-09-20,2013-07-18
FREIND FOR SENATE '91,"{1992,1994,1996,1998,2000,2006,2008}",JAMES J KELLY,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,PA,C00251629,{S2PA00075},1991-04-19,2007-01-18,1991-09-10
FRANCESCA LOBATO FOR US SENATOR,"{2002,2004}",DONALD E LOBATO,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NM,C00374157,{S4NM00084},2002-01-31,2004-10-08,2002-01-31
HANZLIK FOR US SENATE COMMITTEE,"{1980,1982,1984,1986,1988,1990,1992,1994,1996}",RAYBURN D HANZLIK,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CA,C00123588,{S0CA00124},1980-03-27,1996-05-15,1989-07-24
GEOFFREY ROSSIG FOR U S SENATE,{1984},GEOFFREY ROSSIG,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MA,C00174086,{S4MA00036},1983-12-21,1984-03-02,1983-12-21
SCHATZ FOR SENATE,"{2014,2016,2018,2020}","ZAMORE, JUDITH",S,Senate,Q,P,Principal campaign committee,,,HAWAII SENATE VICTORY FUND,DEM,DEMOCRATIC PARTY,HI,C00540732,{S4HI00136},2013-01-15,2019-08-30,2019-08-30
ROBERT DALE MCDILDA FOR U S SENATOR,{1986},WILLIAM LEE BLAKE,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,AL,C00205484,{S6AL00096},1986-04-21,1987-02-02,1986-04-21
BLATCHFORD FOR US SENATE,"{2016,2018}",JAMES SINNETT,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,AK,C00620252,{S6AK00177},2016-06-16,2018-04-26,2016-06-16
CITIZENS FOR RICHARD GIMPELSON-U S SENATE,{1986},IRWIN B ROSEN,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MO,C00197814,{S6MO00040},1985-09-16,1986-09-19,1985-09-16
DALE ASH FOR UNITED STATES SENATE,{2012},LARRY L NEWTON,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,UT,C00509497,{S2UT00203},2012-01-09,2012-07-25,2012-01-09
FRIENDS OF CHRIS WIDENER,{2010},KEVIN MATHER,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,WA,C00473785,{S0WA00266},2010-01-19,2010-09-21,2010-01-21
JOHN MCCAIN FOR SENATE,"{1986,1988}",TIMOTHY BAUGHMAN,S,Senate,T,A,Authorized by a candidate,,,,REP,REPUBLICAN PARTY,AZ,C00194738,{S6AZ00019},1985-04-03,1987-08-28,1986-09-23
BABSON FOR SENATE CITIZENS COMMITTEE,"{1978,1980}","JOHN W. HOWARD JR., TREASURER",S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,VA,C00076935,{S8VA00016},1977-04-15,1979-04-09,1978-10-17
FRIENDS OF SENATOR FRANK MURKOWSKI,"{1982,1984,1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010}",TOM ROBERTS,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,DC,C00161737,{S0AK00063},1981-12-14,2010-08-03,2003-01-31
HENDREN FOR SENATE,"{2010,2012,2014}",GAYLA JOY MCKENZIE,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,AR,C00466896,{S0AR00085},2009-09-15,2013-01-25,2009-09-15
PEOPLE FOR HASKELL,"{1976,1978,1980,1982}","ALAN H. COHEN, TREASURER",S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,CO,C00027896,{S2CO00019},1976-10-07,1981-11-04,1977-12-23
FRIENDS OF SUSAN HUTCHISON,"{2018,2020}","AVENT, SOPHIA",S,Senate,T,P,Principal campaign committee,,,COMMON SENSE WOMEN,REP,REPUBLICAN PARTY,WA,C00681569,{S8WA00319},2018-06-20,2019-03-22,2018-10-11
TEAM COUGHLIN,{2012},SHARON CLARK HERSHEY,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,OH,C00495374,{S2OH00188},2011-04-12,2012-02-22,2011-05-13
BRIDGEWATER FOR SENATE,"{2010,2012,2014,2016}",LAURA BRIDGEWATER,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,UT,C00469353,{S0UT00157},2009-10-22,2015-11-10,2013-03-29
DANIEL K INOUYE IN 86,"{1976,1978,1980,1982,1984,1986}",ABELINA MADRID SHAW,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,HI,C00029371,{S4HI00011},1976-07-10,1987-06-28,1987-01-30
JON LARSEN SHUDLICK CAMPAIGN COMMITTEE,{1986},SHIRLEY L BARRETT,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,FL,C00209775,{S6FL00137},1986-08-08,1986-10-24,1986-08-08
FRIENDS OF ELLEN HARLEY U S SENATE EXPLORATORY COMMITTEE,{1994},STEPHEN B RATNER,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,PA,C00283648,{S4PA00055},1993-09-08,1994-11-10,1993-09-08
ENSIGN FOR SENATE,"{1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014}",LISA LISKER,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NV,C00286476,"{H4NV01021,S8NV00073}",1993-12-14,2013-07-30,2008-05-20
JOE TRACANNA FOR U S SENATE,"{1984,1986}",KATHY SUE PALMER,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,AK,C00188342,{S4AK00024},1984-07-30,1985-03-08,1984-07-30
HATLEY FOR US SENATE,{2020},"AARON, KATRINA DIANE MS.",S,Senate,Q,P,Principal campaign committee,,,NONE,REP,REPUBLICAN PARTY,AL,C00699231,{S0AL00214},2019-03-15,2019-08-15,2019-03-15
COMMITTEE TO ELECT JOHN BAKER,"{1976,1978,1980,1982}","CARLOS BAKER, TREASURER",S,Senate,T,A,Authorized by a candidate,,,,DEM,DEMOCRATIC PARTY,AL,C00074294,{S8AL00019},1976-12-13,1981-12-02,1976-12-13
VAN SUSTEREN FOR SENATE INC,"{2006,2008,2010,2012}",IVAN B SILVERMAN,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,DC,C00414540,{S6MD03219},2005-09-01,2011-08-01,2005-09-01
HOOSIERS FOR RICHARD MOURDOCK INC,"{2012,2014}",CHRIS MARSTON,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,IN,C00493288,{S2IN00083},2011-02-14,2013-12-19,2013-07-06
CAPITO FOR WEST VIRGINIA,"{2012,2014,2016,2018,2020}","SPANGLER, REED",S,Senate,Q,P,Principal campaign committee,,,CAPITO VICTORY COMMITTEE,REP,REPUBLICAN PARTY,WV,C00539825,{S4WV00159},2012-12-06,2019-07-18,2019-07-11
MICHELLE GRIFFIN FOR SENATE,{2018},"GRIFFIN, MICHELLE MARIE DR PHD",S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,AZ,C00666198,{S8AZ00239},2018-01-11,2018-04-27,2018-02-21
LINDSAY FOR US SENATE COMMITTEE,"{1980,1982,1984,1986,1988,1990,1992,1994,1996}",DONALD H ELLIOTT,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NY,C00116186,{S0NY00022},1979-11-26,1996-05-15,1990-08-03
GLORIA TRISTANI FOR US SENATE,"{2002,2004}",STANLEY OTIS,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NM,C00369744,{S2NM00047},2001-10-15,2003-09-05,2003-05-19
FRIENDS OF JOHN WARNER 1996 COMMITTEE,"{1990,1992,1994,1996,1998,2000}",ROBERT FRANCIS STEEVES,S,Senate,T,A,Authorized by a candidate,,,,REP,REPUBLICAN PARTY,VA,C00249789,{S8VA00107},1990-12-07,2000-02-22,1996-05-07
JAMES P BRADLEY FOR US SENATE,"{2018,2020}","BRADELY, JAMES P MR",S,Senate,Q,P,Principal campaign committee,,,NONE,REP,REPUBLICAN PARTY,CA,C00674085,{S8CA00515},2018-03-22,2019-07-22,2018-03-22
KATIE MCGINTY FOR SENATE,"{2016,2018,2020}","BUCHANAN, KATHERINE M",S,Senate,Q,P,Principal campaign committee,,,NONE,DEM,DEMOCRATIC PARTY,VA,C00582809,{S6PA00266},2015-08-04,2019-07-09,2018-04-25
COMMITTEE TO ELECT CHARLES E BERRY,"{2004,2006}",MELANIE KAMINSKI,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,MO,C00387092,{S4MO00151},2003-05-12,2005-12-15,2004-01-20
MCCASKILL FOR MISSOURI,"{2006,2008,2010,2012,2014}",MICHELLE SHEROD,S,Senate,T,A,Authorized by a candidate,,,,DEM,DEMOCRATIC PARTY,DC,C00414961,{S6MO00305},2005-09-20,2013-02-19,2012-01-26
FRIENDS OF JOE SESTAK,"{2010,2012,2014,2016,2018,2020}",MARGARET M INFANTINO,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,PA,C00465492,{S0PA00434},2009-08-06,2019-07-21,2015-04-06
DEEDRA 2018 FOR US SENATE,"{2018,2020}","BINNION, MARLENE",S,Senate,Q,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,AZ,C00637454,{S8AZ00122},2017-04-11,2019-07-16,2018-08-29
COMMITTEE TO ELECT VINCENT FORRAS TO US SENATE,"{2010,2012,2014}",JOSEPH MANUELE,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CT,C00463356,{S0CT00144},2009-06-19,2014-11-21,2010-04-15
JERRY JOSEPH LAWS FOR US SENATE 2016,"{2016,2018,2020}",JERRY JOSEPH LAWS,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CA,C00581488,{S6CA00717},2015-07-06,2015-09-05,2015-09-05
OKLAHOMANS FOR BOREN,"{1978,1980,1982,1984,1986,1988,1990,1992,1994,1996,1998,2000}","J. ANN DUBLER, TREASURER",S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,OK,C00085522,{S8OK00035},1978-01-24,2000-09-22,1986-04-07
JERRY SPRINGER FOR US SENATE,{2004},TIMOTHY M BURKE,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,OH,C00388439,{S4OH00143},2003-07-10,2003-12-06,2003-07-10
JEREMIAH DENTON FOR SENATE COMMITTEE,"{1980,1982,1984,1986,1988}",PHILIP C BENEFIELD,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,AL,C00129247,{S0AL00016},1980-05-29,1988-04-08,1986-10-29
JOHN MARTIN FOR SENATE 2016,{2016},PAULA MARTIN,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,AL,C00592147,{S6AL00328},2015-11-13,2016-04-13,2015-12-07
BRANDAUN DEAN FOR U.S. SENATOR,{2020},"GOLDSTEIN, JULIAN",S,Senate,Q,P,Principal campaign committee,,,NONE,DEM,DEMOCRATIC PARTY,AL,C00705012,{S2AL00111},2019-05-02,2019-05-02,2019-05-02
DIDRICKSON FOR US SENATE,"{1998,2000,2002,2004}",ABBY DIDRICKSON,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,IL,C00331116,{S8IL00108},1997-11-07,2003-10-21,2003-10-07
KELLI PRATHER FOR US SENATE CAMPAIGN,"{2016,2018}",KELLI PRATHER,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,OH,C00591842,{S6OH00270},2015-11-06,2018-04-26,2015-12-23
CRAIG OLIVER FOR U S SENATE COMMITTEE,"{1986,1988,1990,1992,1994,1996}",SHARON PETERSON,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,UT,C00205914,{S6UT00105},1986-04-28,1996-05-15,1986-04-28
DENNIS FRANK MACEK FOR US SENATE,"{2018,2020}",JUDITH KAY WILSON,S,Senate,T,P,Principal campaign committee,,,NONE,REP,REPUBLICAN PARTY,NE,C00672659,{S8NE00208},2018-03-02,2019-02-28,2018-03-02
COHEN FOR SENATE,"{2010,2012,2014}",NANCY H WATKINS,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MD,C00488148,{S0MD00358},2010-08-20,2014-09-08,2010-08-20
PFEIFER FOR SENATE COMMITTEE,"{1982,1984}",DAVID R CORY,S,Senate,T,A,Authorized by a candidate,,,,REP,REPUBLICAN PARTY,OH,C00155689,{S2OH00063},1982-05-10,1982-10-04,1982-05-10
BARRASSO FOR SENATE,"{1996,1998}",DONNA ROBITAILLE,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,WY,C00310482,{S6WY00068},1996-01-02,1997-08-22,1996-01-02
ORTBALS FOR SENATE COMMITTEE,"{1994,1996}",MICHAEL P GUNN,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,MO,C00287250,{S2MO00171},1994-01-07,1995-05-26,1994-01-07
YOUNG FOR SENATE COMMITTEE,"{1980,1982}",MR RALPH ROSENBERG,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,MD,C00117309,{S0MD00051},1979-12-06,1982-02-22,1979-12-06
HUGH PARMER STATE SENATE ACCOUNT,{1990},HUGH PARMER,S,Senate,T,A,Authorized by a candidate,,,,DEM,DEMOCRATIC PARTY,TX,C00237552,{S0TX00019},1989-07-19,1991-07-31,1989-07-19
BUFFA FOR SENATE,"{1978,1980,1982}","BASIL M. BRIGGS, TREASURER",S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,MI,C00081851,{S8MI00083},1977-10-25,1981-12-03,1977-11-07
COMMITTEE FOR ELECTION TO U S SENATE RUBY P RONNINGEN,{1980},RUBY P RONNINGEN,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,IL,C00119628,{S0IL00097},1980-01-24,1981-02-04,1980-01-24
LISA FOR KANSAS,"{2010,2012}",JANEVA DAMICO,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,KS,C00481861,{S0KS00141},2010-04-17,2012-11-29,2010-04-17
COURTNEY LYNCH FOR SENATE,"{2012,2014}",ANGIE MORGAN,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,VA,C00500538,{S2VA00183},2011-08-11,2013-02-26,2011-08-11
PENBERTHY FOR U S SENATE,"{1982,1984}",RAYMOND M ROE,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,WA,C00151654,{S2WA00031},1982-03-03,1984-02-22,1982-03-03
BILL LLOYD FOR US SENATE,"{1998,2000}",ROBERT J KLINE,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,PA,C00332346,{S8PA00114},1998-01-09,2000-02-03,1998-01-09
ASA HUTCHINSON FOR SENATE EXPLORATORY COMMITTEE,{1986},RONALD G GILLERT,S,Senate,T,A,Authorized by a candidate,,,,REP,REPUBLICAN PARTY,AR,C00200063,{S6AR00017},1985-12-09,1986-05-08,1985-12-09
COMMITTEE TO ELECT BIANCHI U S SENATOR,"{1982,1984,1986,1988,1990,1992,1994,1996}",JOSEPH C PELAIA,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NJ,C00152173,{S2NJ00098},1982-03-18,1996-05-15,1982-03-18
WEV SHEA FOR US SENATE,{2004},WEVLEY WILLIAM SHEA,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,AK,C00402347,{S4AK00156},2004-06-16,2004-11-02,2004-06-16
TOM WILLIS FOR WEST VIRGINIA,{2018},"WHITACRE, JAMES P",S,Senate,T,P,Principal campaign committee,,,NONE,REP,REPUBLICAN PARTY,WV,C00665281,{},2018-01-03,2018-11-09,2018-01-03
KEN STREMSKY FOR SENATE,{2002},KENNETH SCOT STREMSKY,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NH,C00378711,{S2NH00173},2002-05-06,2002-10-18,2002-05-06
SWEET FOR SENATE,{2020},"JACKSON, SUE",S,Senate,Q,P,Principal campaign committee,,,NONE,DEM,DEMOCRATIC PARTY,ME,C00709279,{S0ME00103},2019-06-14,2019-07-15,2019-06-14
CITIZENS FOR O'NEAL,"{1980,1982}",MITCHEL L MURDOCK,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,IL,C00113431,{S0IL00071},1979-08-31,1981-12-02,1979-08-31
DAVE MORGAN FOR SENATE,{1998},WENDY J MORGAN,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,WA,C00325654,{S8WA00061},1997-01-15,1998-06-11,1997-01-15
LLOYD DOGGETT STATE CAMPAIGN FUND II,{1984},JERRY SAEGERT,S,Senate,T,A,Authorized by a candidate,,,,DEM,DEMOCRATIC PARTY,TX,C00176024,{S4TX00011},1984-02-02,1984-03-08,1984-02-02
EZZARD FOR US SENATE COMMITTEE,"{1986,1988}",RIKE D WOOTTEN,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CO,C00194464,{S6CO00010},1985-03-15,1988-04-08,1985-03-15
FRIENDS OF BOB DURDEN,"{1986,1988,1990,1992,1994,1996}",RICHARD EUGENE CARNE,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,GA,C00196196,{S6GA00028},1985-06-26,1996-05-15,1985-06-26
FRIENDS OF CHERILYN EAGAR FOR SENATE,{2010},CORIE CHAN,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,UT,C00462762,{S0UT00132},2009-06-04,2010-12-07,2009-07-10
RANDY CROW FOR US SENATE,{2002},RANDOLPH W CROW,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NC,C00375386,{S2NC00174},2002-03-25,2002-11-29,2002-03-25
LATVAAHO US SENATE CAMPAIGN,{2014},DAVID LATVAAHO,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MN,C00558163,{S4MN00395},2014-02-20,2014-05-30,2014-05-07
